sku,qty,price,group_price:Lista 2,group_price:Lista 3,group_price:Lista 4,group_price:Lista 5,group_price:Lista 6,group_price:Lista 7,use_config_backorders,status
JGA-14,17.00,7.80,8.20,0.00,0.00,0.00,0.00,0.00,1,1
SH-28015,1.00,687.34,687.34,0.00,0.00,0.00,0.00,0.00,1,1
SH-6950,1.00,1963.60,1963.60,0.00,0.00,0.00,0.00,0.00,1,1
151-051,11.00,1712.00,1712.00,0.00,0.00,0.00,0.00,0.00,1,1
540-150,2.00,55.80,55.80,0.00,0.00,0.00,0.00,0.00,1,1
702-053,5.00,292.86,292.86,0.00,0.00,0.00,0.00,0.00,1,1
761-721,3.00,37.60,37.60,0.00,0.00,0.00,0.00,0.00,1,1
762-196,7.00,1297.70,1297.70,0.00,0.00,0.00,0.00,0.00,1,1
770-124,5.00,94.90,94.90,0.00,0.00,0.00,0.00,0.00,1,1
770-409,8.00,91.20,91.20,0.00,0.00,0.00,0.00,0.00,1,1
770-534,8.00,542.40,542.40,0.00,0.00,0.00,0.00,0.00,1,1
773-160,1.00,1234.00,1234.00,0.00,0.00,0.00,0.00,0.00,1,1
800-276,1.00,2600.50,2600.50,0.00,0.00,0.00,0.00,0.00,1,1
800-999,1.00,4822.00,4822.00,0.00,0.00,0.00,0.00,0.00,1,1
W-0259900,2.00,4169.50,4252.80,0.00,0.00,0.00,0.00,0.00,1,1
W-0292199,1.00,39990.10,40788.40,0.00,0.00,0.00,0.00,0.00,1,1
21346,1.00,592.50,604.50,0.00,0.00,0.00,0.00,0.00,1,1
S-103008X,1.00,1468.60,1468.60,0.00,0.00,0.00,0.00,0.00,1,1
761-108,1.00,3336.80,3336.80,0.00,0.00,0.00,0.00,0.00,1,1
S-083811,6.00,1368.52,1368.52,0.00,0.00,0.00,0.00,0.00,1,1
029EM205,1.00,61.15,66.10,0.00,0.00,0.00,0.00,0.00,1,1
17230-ZE0-820,1.00,395.35,427.35,0.00,0.00,0.00,0.00,0.00,1,1
779-106,2.00,134.90,134.90,0.00,0.00,0.00,0.00,0.00,1,1
51100051,21.00,17.10,18.40,0.00,0.00,0.00,0.00,0.00,1,1
TIA-5200,1.00,318.50,337.60,0.00,0.00,0.00,0.00,0.00,1,1
769-200,3.00,10792.10,10792.10,0.00,0.00,0.00,0.00,0.00,1,1
PRO-4131,2.00,338.50,338.50,0.00,0.00,0.00,0.00,0.00,1,1
15-270,1.00,68463.90,73948.40,0.00,0.00,0.00,0.00,0.00,1,1
S-140730,4.00,46.32,46.32,0.00,0.00,0.00,0.00,0.00,1,1
PRO-7041,12.00,817.90,817.90,0.00,0.00,0.00,0.00,0.00,1,1
931540,3.00,820.00,820.00,0.00,0.00,0.00,0.00,0.00,1,1
KB-428-1,1.00,501.36,531.45,0.00,0.00,0.00,0.00,0.00,1,1
PRO-4068,6.00,28.29,28.29,0.00,0.00,0.00,0.00,0.00,1,1
K-94700,5.00,3741.00,3741.00,0.00,0.00,0.00,0.00,0.00,1,1
742-005,1.00,239.50,239.50,0.00,0.00,0.00,0.00,0.00,1,1
CG1017,13.00,29.50,29.50,0.00,0.00,0.00,0.00,0.00,1,1
931160,4.00,820.00,820.00,0.00,0.00,0.00,0.00,0.00,1,1
PRO-20813,6.00,17.40,17.40,0.00,0.00,0.00,0.00,0.00,1,1
PRO-2118,4.00,64.80,64.80,0.00,0.00,0.00,0.00,0.00,1,1
0019000700,1.00,136.42,147.48,0.00,0.00,0.00,0.00,0.00,1,1
K-95600,3.00,2244.65,2244.65,0.00,0.00,0.00,0.00,0.00,1,1
922-049,1.00,18.31,18.31,0.00,0.00,0.00,0.00,0.00,1,1
002-517,8.00,191.81,191.81,0.00,0.00,0.00,0.00,0.00,1,1
800-284,1.00,32.47,32.47,0.00,0.00,0.00,0.00,0.00,1,1
858-625,1.00,30.40,30.40,0.00,0.00,0.00,0.00,0.00,1,1
CJT101,3.00,196.40,196.40,0.00,0.00,0.00,0.00,0.00,1,1
S-106865,2.00,700.90,700.90,0.00,0.00,0.00,0.00,0.00,1,1
520243B,1.00,1902.70,1951.40,0.00,0.00,0.00,0.00,0.00,1,1
662-615,3.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
20242893,1.00,604.00,604.00,0.00,0.00,0.00,0.00,0.00,1,1
9801-7980,2.00,27012.30,29039.60,0.00,0.00,0.00,0.00,0.00,1,1
12263,3.00,338.50,345.30,0.00,0.00,0.00,0.00,0.00,1,1
106-016,0.00,196.92,196.92,0.00,0.00,0.00,0.00,0.00,1,1
GASTO02,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
GASTO01,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
GASTO03,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
GASTO04,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
GASTO05,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
GASTO06,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
GASTO07,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
GASTO08,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
GASTO09,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
21326,0.00,2122.88,2165.34,0.00,0.00,0.00,0.00,0.00,1,1
21319,0.00,1777.30,1812.80,0.00,0.00,0.00,0.00,0.00,1,1
620850,0.00,1916.50,1916.50,0.00,0.00,0.00,0.00,0.00,1,1
898000,1.00,887.20,887.20,0.00,0.00,0.00,0.00,0.00,1,1
634641,0.00,2093.90,2093.90,0.00,0.00,0.00,0.00,0.00,1,1
620840,0.00,1543.80,1543.80,0.00,0.00,0.00,0.00,0.00,1,1
20025932,609.60,79.90,79.90,0.00,0.00,0.00,0.00,0.00,1,1
20025939R,0.00,58.90,58.90,0.00,0.00,0.00,0.00,0.00,1,1
GA120K,750.00,30.90,30.90,0.00,0.00,0.00,0.00,0.00,1,1
DC-S1080,1.00,3144.60,3452.60,0.00,0.00,0.00,0.00,0.00,1,1
KF-4-5PE,0.00,80.00,80.00,0.00,0.00,0.00,0.00,0.00,1,1
KF-4-5RER,0.00,80.00,80.00,0.00,0.00,0.00,0.00,0.00,1,1
DMC-14-FA,0.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,1,1
7121-25200,0.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,1,1
0001,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
A83G-513,5.00,47975.40,50728.82,0.00,0.00,0.00,0.00,0.00,1,1
83-1290,30.00,774.40,818.85,0.00,0.00,0.00,0.00,0.00,1,1
765-327A,2.00,272.40,272.40,0.00,0.00,0.00,0.00,0.00,1,1
704-557,1.00,123.10,123.10,0.00,0.00,0.00,0.00,0.00,1,1
01906,1.00,8152.30,8315.30,0.00,0.00,0.00,0.00,0.00,1,1
